# id: 'blast'
# section_name: 'CLUSTER: Blast'
# format: 'tsv'
# description: 'Overview of the identified clusters and their associated best hits in the provided reference pool'
# plot_type: 'table'
"(annotation) query"	"(annotation) name"	"(annotation) level"	"(annotation) typing"	"(annotation) species"	"(annotation) taxid"	"(annotation) acronym"	"(annotation) acid"	"(annotation) circular"	"(annotation) segment"	"(annotation) host"	"sample"	"cluster"	"step"
"Catelyn-MN090277_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Catelyn-MN090277"	"cl0"	"consensus"
"Catelyn-MN090277-MN090188_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Catelyn-MN090277-MN090188"	"cl0"	"consensus"
"Jon-reference_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jon-reference"	"cl0"	"consensus"
"Jon-reference_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jon-reference"	"cl0"	"it1"
"Eddard-MN090277-MN090188_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Eddard-MN090277-MN090188"	"cl0"	"consensus"
"Eddard-MN090277_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Eddard-MN090277"	"cl0"	"consensus"
"Eddard-MN090188_cl0_consensus_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Eddard-MN090188"	"cl0"	"consensus"
"Eddard-reference_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Eddard-reference"	"cl0"	"consensus"
"Jon-MN090277_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jon-MN090277"	"cl0"	"consensus"
"Eddard-reference_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Eddard-reference"	"cl0"	"itvariant-calling"
"Jon-MN090240_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jon-MN090240"	"cl0"	"consensus"
"Eddard-reference_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Eddard-reference"	"cl0"	"it1"
"Sansa-reference_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Sansa-reference"	"cl0"	"it2"
"Jon-virosaurus_cl5_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jon-virosaurus"	"cl5"	"consensus"
"Jon-MN090277-MN090240_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jon-MN090277-MN090240"	"cl0"	"consensus"
"Eddard-reference_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Eddard-reference"	"cl0"	"it2"
"Jon-reference_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jon-reference"	"cl0"	"itvariant-calling"
"Eddard-virosaurus_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Eddard-virosaurus"	"cl0"	"consensus"
"Sansa-reference_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Sansa-reference"	"cl0"	"itvariant-calling"
"Jon-reference_cl3_consensus_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jon-reference"	"cl3"	"consensus"
"Daenerys-reference_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Daenerys-reference"	"cl0"	"it1"
"Daenerys-reference_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Daenerys-reference"	"cl0"	"it2"
"Eddard-reference_cl1_consensus_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Eddard-reference"	"cl1"	"consensus"
"Catelyn-virosaurus_cl2_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Catelyn-virosaurus"	"cl2"	"consensus"
"Jaime-virosaurus_cl21_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jaime-virosaurus"	"cl21"	"consensus"
"Jaime-reference_cl1_consensus_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jaime-reference"	"cl1"	"consensus"
"Daenerys-MN090277_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Daenerys-MN090277"	"cl0"	"consensus"
"Sansa-reference_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Sansa-reference"	"cl0"	"it1"
"Jaime-reference_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jaime-reference"	"cl0"	"it1"
"Sansa-virosaurus_cl1_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Sansa-virosaurus"	"cl1"	"consensus"
"Jaime-MZ766668_cl1_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jaime-MZ766668"	"cl1"	"consensus"
"Jaime-MN090277-MZ766668_cl1_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jaime-MN090277-MZ766668"	"cl1"	"consensus"
"Jaime-reference_cl2_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jaime-reference"	"cl2"	"consensus"
"Sansa-reference_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Sansa-reference"	"cl0"	"consensus"
"Robb-virosaurus_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Robb-virosaurus"	"cl0"	"consensus"
"Jaime-MZ766668_cl0_consensus_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jaime-MZ766668"	"cl0"	"consensus"
"Jaime-reference_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jaime-reference"	"cl0"	"it2"
"Tyrion-reference_cl2_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Tyrion-reference"	"cl2"	"consensus"
"Jaime-reference_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jaime-reference"	"cl0"	"itvariant-calling"
"Daenerys-reference_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Daenerys-reference"	"cl0"	"itvariant-calling"
"Sansa-virosaurus_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Sansa-virosaurus"	"cl0"	"consensus"
"Catelyn-virosaurus_cl1_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Catelyn-virosaurus"	"cl1"	"consensus"
"Robb-reference_cl1_consensus_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Robb-reference"	"cl1"	"consensus"
"Sansa-reference_cl1_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Sansa-reference"	"cl1"	"consensus"
"Daenerys-reference_cl1_consensus_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Daenerys-reference"	"cl1"	"consensus"
"Tyrion-reference_cl1_consensus_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Tyrion-reference"	"cl1"	"consensus"
"Arya-reference_cl1_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-reference"	"cl1"	"consensus"
"Daenerys-MN090277_cl1_consensus_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Daenerys-MN090277"	"cl1"	"consensus"
"Jaime-virosaurus_cl1_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jaime-virosaurus"	"cl1"	"consensus"
"Arya-reference_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-reference"	"cl0"	"consensus"
"Daenerys-virosaurus_cl15_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Daenerys-virosaurus"	"cl15"	"consensus"
"Tyrion-MN090277-MZ766668_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Tyrion-MN090277-MZ766668"	"cl0"	"consensus"
"Tyrion-MN090277_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Tyrion-MN090277"	"cl0"	"consensus"
"Tyrion-MZ766668_cl0_consensus_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Tyrion-MZ766668"	"cl0"	"consensus"
"Jon-reference_cl1_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Jon-reference"	"cl1"	"consensus"
"Tyrion-MN090277-MZ766668_cl1_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Tyrion-MN090277-MZ766668"	"cl1"	"consensus"
"Tyrion-MZ766668_cl1_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Tyrion-MZ766668"	"cl1"	"consensus"
"Tyrion-MN090277_cl1_consensus_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Tyrion-MN090277"	"cl1"	"consensus"
"Daenerys-reference_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Daenerys-reference"	"cl0"	"consensus"
"Arya-MN090277_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-MN090277"	"cl0"	"it2"
"Arya-MN090277-MN090240_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-MN090277-MN090240"	"cl0"	"it2"
"Arya-reference_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-reference"	"cl0"	"it2"
"Theon-MN090240_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-MN090240"	"cl0"	"consensus"
"Arya-MN090277-MN090240_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-MN090277-MN090240"	"cl0"	"it1"
"Arya-MN090240_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-MN090240"	"cl0"	"it1"
"Arya-MN090277_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-MN090277"	"cl0"	"it1"
"Arya-reference_cl1_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-reference"	"cl1"	"it1"
"Arya-MN090240_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-MN090240"	"cl0"	"itvariant-calling"
"Arya-MN090277_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-MN090277"	"cl0"	"itvariant-calling"
"Theon-MN090240_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-MN090240"	"cl0"	"itvariant-calling"
"Theon-virosaurus_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-virosaurus"	"cl0"	"itvariant-calling"
"Theon-MN090240_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-MN090240"	"cl0"	"it1"
"Sansa-reference_cl1_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Sansa-reference"	"cl1"	"it2"
"Arya-reference_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-reference"	"cl0"	"itvariant-calling"
"Theon-reference_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-reference"	"cl0"	"itvariant-calling"
"Theon-MN090277-MN090240_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-MN090277-MN090240"	"cl0"	"it1"
"Arya-reference_cl1_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-reference"	"cl1"	"it2"
"Arya-MN090240_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-MN090240"	"cl0"	"it2"
"Arya-virosaurus_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-virosaurus"	"cl0"	"it2"
"Theon-MN090240_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-MN090240"	"cl0"	"it2"
"Arya-virosaurus_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-virosaurus"	"cl0"	"itvariant-calling"
"Theon-MN090277-MN090240_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-MN090277-MN090240"	"cl0"	"it2"
"Theon-MN090277_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-MN090277"	"cl0"	"it2"
"Theon-MN090277_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-MN090277"	"cl0"	"consensus"
"Theon-MN090277_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-MN090277"	"cl0"	"itvariant-calling"
"Theon-reference_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-reference"	"cl0"	"it1"
"Arya-MN090277-MN090240_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-MN090277-MN090240"	"cl0"	"itvariant-calling"
"Arya-reference_cl1_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-reference"	"cl1"	"itvariant-calling"
"Theon-virosaurus_cl0_consensus"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-virosaurus"	"cl0"	"consensus"
"Sansa-reference_cl1_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Sansa-reference"	"cl1"	"itvariant-calling"
"Theon-MN090277-MN090240_cl0_itvariant-calling.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-MN090277-MN090240"	"cl0"	"itvariant-calling"
"Arya-virosaurus_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-virosaurus"	"cl0"	"it1"
"Theon-virosaurus_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-virosaurus"	"cl0"	"it1"
"Sansa-reference_cl1_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Sansa-reference"	"cl1"	"it1"
"Theon-virosaurus_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-virosaurus"	"cl0"	"it2"
"Theon-reference_cl0_it2.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-reference"	"cl0"	"it2"
"Theon-MN090277_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Theon-MN090277"	"cl0"	"it1"
"Arya-reference_cl0_it1.consensus_ivar"	"Human immunodeficiency virus 1"	"SPECIES"	"unknown"	"Human immunodeficiency virus 1"	"11676"	"HIV-1"	"DNA/RNA"	"N"	"N/A"	"Human,Vertebrate"	"Arya-reference"	"cl0"	"it1"
